house_code,city_id,house_condition_name,beadroom_num,rent_price,name,longitude,latitude,frame_hall_num,subway
BJ2647001184371744768,110000,万达,2,3200,通惠南路,"116.64999,",39.909642,1,"[{""distance"":802,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2659909243473502208,110000,高碑店,2,6500,金隅泰和园,"116.537987,",39.926203,1,[];
BJ2684719757210959872,110000,万达,2,3500,北京光学仪器厂家属院,"116.653195,",39.914724,1,"[{""distance"":1192,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910576,""point_lng"":116.644006}];"
BJ2680210855538196480,110000,四惠,2,6900,壹线国际,"116.508281,",39.915816,1,"[{""distance"":462,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239},{""distance"":1019,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.915068,""point_lng"":116.52184}];"
BJ2645464018529026048,110000,四惠,2,9000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2676856380794601472,110000,四惠,2,7000,力源里,"116.498928,",39.916407,1,"[{""distance"":376,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2504898265506652160,110000,临河里,2,5200,华业东方玫瑰C区,"116.690726,",39.884097,1,"[{""distance"":692,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4e34\u6cb3\u91cc"",""point_lat"":39.881495,""point_lng"":116.685911},{""distance"":1108,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u571f\u6865"",""point_lat"":39.878253,""point_lng"":116.692509}];"
BJ2700082414558396416,110000,梨园,2,3100,五所家属院,"116.671983,",39.891343,1,"[{""distance"":673,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u68a8\u56ed"",""point_lat"":39.889683,""point_lng"":116.675128},{""distance"":971,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4e5d\u68f5\u6811"",""point_lat"":39.896762,""point_lng"":116.664239}];"
BJ2557132163505979392,110000,四惠,2,16128,远洋商务,"116.497775,",39.918381,0,"[{""distance"":813,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2620411281563729920,110000,红庙,2,7500,慈云寺,"116.490126,",39.920449,1,"[{""distance"":859,""lines"":[""14\u53f7\u7ebf\u4e1c\u6bb5"",""1\u53f7\u7ebf""],""name"":""\u5927\u671b\u8def"",""point_lat"":39.913279,""point_lng"":116.483225},{""distance"":963,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2691128011146657792,110000,四惠,2,9000,东恒时代一期,"116.501162,",39.915382,1,"[{""distance"":100,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2647016363188551680,110000,十里堡,2,9000,东恒时代三期,"116.508558,",39.918042,1,"[{""distance"":998,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2593990669705936896,110000,万达,2,3200,后南仓,"116.659929,",39.908429,1,"[{""distance"":1066,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2704248961224679424,110000,四惠,2,12500,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2610657880696954880,110000,四惠,2,8500,东恒时代一期,"116.501162,",39.915382,1,"[{""distance"":100,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2691799054337720320,110000,甘露园,2,6000,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2691970698947608576,110000,四惠,2,7800,壹线国际,"116.508281,",39.915816,1,"[{""distance"":462,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239},{""distance"":1019,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.915068,""point_lng"":116.52184}];"
BJ2704992001262092288,110000,甘露园,2,6500,甘露园南里,"116.522105,",39.922247,2,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2637536167733493760,110000,万达,2,3300,新华西街,"116.653441,",39.91278,1,"[{""distance"":602,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2712258056418230272,110000,四惠,2,10000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2669371809186988032,110000,高碑店,2,6800,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2699790201442025472,110000,万达,2,3300,复兴里小区,"116.652577,",39.905713,1,"[{""distance"":934,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910576,""point_lng"":116.644006},{""distance"":1123,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976}];"
BJ2681944590474821632,110000,万达,2,5100,怡佳家园,"116.650734,",39.914025,1,"[{""distance"":928,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2689751972923850752,110000,甘露园,2,5800,康家园,"116.520858,",39.918846,1,"[{""distance"":388,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1121,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916195,""point_lng"":116.537515}];"
BJ2656474011206696960,110000,四惠,2,14000,住邦2000,"116.501182,",39.920571,1,"[{""distance"":991,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2692625210347094016,110000,万达,2,4200,复兴北里,"116.649641,",39.904554,2,"[{""distance"":811,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":874,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2663606344828846080,110000,甘露园,2,5500,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2712197498478534656,110000,四惠,2,11000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2704275659202494464,110000,四惠,2,8500,东恒时代一期,"116.501162,",39.915382,1,"[{""distance"":100,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2672993155019972608,110000,万达,2,4500,北苑南路34号院,"116.648851,",39.905127,1,"[{""distance"":752,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":780,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2698550313346146304,110000,定福庄,2,4000,金星小区,"116.560233,",39.924347,1,"[{""distance"":871,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4f20\u5a92\u5927\u5b66"",""point_lat"":39.915448,""point_lng"":116.561496}];"
BJ2631180235055300608,110000,高碑店,2,5300,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2704314919599480832,110000,四惠,2,10500,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2664525644695871488,110000,甘露园,2,6000,康家园,"116.520858,",39.918846,1,"[{""distance"":388,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1121,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916195,""point_lng"":116.537515}];"
BJ2674728315826479104,110000,甘露园,2,5500,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2673020576842653696,110000,高碑店,2,7500,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2681912304743743488,110000,高碑店,2,5800,金隅泰和园,"116.537987,",39.926203,1,[];
BJ2547840407350820864,110000,甘露园,2,6000,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2627562254463680512,110000,四惠,2,10500,东恒时代二期,"116.505098,",39.918019,1,"[{""distance"":573,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2652745534527242240,110000,高碑店,2,7300,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2700683537316847616,110000,万达,2,3100,如意园,"116.673659,",39.917421,1,"[{""distance"":959,""lines"":[""6\u53f7\u7ebf""],""name"":""\u901a\u5dde\u5317\u5173"",""point_lat"":39.925484,""point_lng"":116.668394}];"
BJ2655959045735202816,110000,红庙,2,10000,东区国际,"116.494382,",39.919565,2,[];
BJ2431877993640509440,110000,临河里,2,3200,迎喜家园,"116.69336,",39.879708,1,"[{""distance"":329,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u571f\u6865"",""point_lat"":39.877417,""point_lng"":116.693781},{""distance"":755,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4e34\u6cb3\u91cc"",""point_lat"":39.881203,""point_lng"":116.68505}];"
BJ2700800130730164224,110000,万达,2,5500,万方家园,"116.647578,",39.910216,1,"[{""distance"":450,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2650068205267599360,110000,万达,2,5500,怡佳家园,"116.650734,",39.914025,1,"[{""distance"":928,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2525855454064541696,110000,四惠,2,12000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2657919008493273088,110000,四惠,2,9500,远洋天地二期,"116.501166,",39.91891,2,"[{""distance"":759,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2668786317541769216,110000,高碑店,2,6500,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2596352629475393536,110000,四惠,2,12000,远洋商务,"116.497775,",39.918381,1,"[{""distance"":813,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2665917386058121216,110000,万达,2,3200,复兴北里,"116.649641,",39.904554,1,"[{""distance"":811,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":874,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2700479534968340480,110000,果园,2,4000,翠屏北里西区,"116.651506,",39.895875,1,"[{""distance"":557,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":1056,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4e5d\u68f5\u6811"",""point_lat"":39.896223,""point_lng"":116.663992}];"
BJ2692605332718354432,110000,高碑店,2,6300,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2678054636799672320,110000,万达,2,5000,逸秀名园,"116.650653,",39.914862,1,"[{""distance"":987,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2688200232436768768,110000,万达,2,4000,复兴里小区,"116.652577,",39.905713,1,"[{""distance"":934,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910576,""point_lng"":116.644006},{""distance"":1123,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976}];"
BJ2677334949740691456,110000,高碑店,2,6200,金隅泰和园,"116.537987,",39.926203,1,[];
BJ2576133315107504128,110000,四惠,2,9000,远洋天地二期,"116.501166,",39.91891,2,"[{""distance"":759,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239}];"
BJ2697834164602290176,110000,果园,2,3100,葛布店东里,"116.674981,",39.897618,1,"[{""distance"":378,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u68a8\u56ed"",""point_lat"":39.889479,""point_lng"":116.675019},{""distance"":797,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4e5d\u68f5\u6811"",""point_lat"":39.896223,""point_lng"":116.663992}];"
BJ2701319593737330688,110000,定福庄,2,5000,花园闸小区,"116.55452,",39.917468,1,"[{""distance"":533,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4f20\u5a92\u5927\u5b66"",""point_lat"":39.914753,""point_lng"":116.561508}];"
BJ2702125189386477568,110000,高碑店,2,7000,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2563677722647724032,110000,万达,2,3800,潞河中学北街26号院,"116.653848,",39.905232,2,"[{""distance"":982,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899673,""point_lng"":116.652729}];"
BJ2639721224602918912,110000,万达,2,3200,复兴北里,"116.649641,",39.904554,2,"[{""distance"":811,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":874,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2672456583489003520,110000,万达,2,3200,西门斗子营23号院,"116.652456,",39.90987,1,"[{""distance"":1017,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2686148190511833088,110000,万达,2,3500,北苑南路34号院,"116.648851,",39.905127,1,"[{""distance"":752,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":780,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2693405934126383104,110000,高碑店,2,8000,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2226694597763923968,110000,定福庄,2,7500,聚福苑,"116.562137,",39.922566,1,"[{""distance"":796,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u4f20\u5a92\u5927\u5b66"",""point_lat"":39.915497,""point_lng"":116.560565}];"
BJ2687723071972327424,110000,高碑店,2,6300,金隅泰和园,"116.537987,",39.926203,1,[];
BJ2695566915950624768,110000,四惠,2,6500,壹线国际,"116.508281,",39.915816,1,"[{""distance"":462,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913735,""point_lng"":116.502239},{""distance"":1019,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.915068,""point_lng"":116.52184}];"
BJ2687583792843472896,110000,四惠,2,10000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2483252137082232832,110000,四惠,2,8000,通惠家园,"116.517937,",39.915593,2,"[{""distance"":404,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.915068,""point_lng"":116.52184},{""distance"":1025,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2516628893818437632,110000,通州北苑,2,3000,杨庄小区,"116.641763,",39.905375,1,"[{""distance"":784,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491},{""distance"":1199,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.900076,""point_lng"":116.652922}];"
BJ2675433367222091776,110000,甘露园,2,5500,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2703586665674850304,110000,高碑店,2,7000,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2662980642123554816,110000,万达,2,3500,故城东路11号院,"116.681969,",39.912944,1,"[{""distance"":1175,""lines"":[""6\u53f7\u7ebf""],""name"":""\u5317\u8fd0\u6cb3\u897f"",""point_lat"":39.909252,""point_lng"":116.69435}];"
BJ2648385809593942016,110000,甘露园,2,4600,甘露园南里,"116.522105,",39.922247,1,"[{""distance"":691,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":824,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929171,""point_lng"":116.524474}];"
BJ2554265933112164352,110000,四惠,2,11000,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2671699145345482752,110000,高碑店,2,7500,兴隆家园,"116.530553,",39.921425,1,"[{""distance"":887,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u9ad8\u7891\u5e97"",""point_lat"":39.916198,""point_lng"":116.537052},{""distance"":1039,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0\u4e1c"",""point_lat"":39.914741,""point_lng"":116.52183},{""distance"":1103,""lines"":[""6\u53f7\u7ebf""],""name"":""\u9752\u5e74\u8def"",""point_lat"":39.929697,""point_lng"":116.525295}];"
BJ2524416367013134336,110000,万达,2,4200,新华西街,"116.653441,",39.91278,1,"[{""distance"":602,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
BJ2695630066431295488,110000,万达,2,3500,北苑南路34号院,"116.648851,",39.905127,1,"[{""distance"":752,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u679c\u56ed"",""point_lat"":39.899604,""point_lng"":116.652976},{""distance"":780,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.91033,""point_lng"":116.643362}];"
BJ2688429775865266176,110000,四惠,2,10700,金地名京,"116.503568,",39.916109,1,"[{""distance"":128,""lines"":[""1\u53f7\u7ebf"",""\u516b\u901a\u7ebf""],""name"":""\u56db\u60e0"",""point_lat"":39.913441,""point_lng"":116.5027}];"
BJ2387445086112980992,110000,通州北苑,2,5200,河和居,"116.642925,",39.914993,2,"[{""distance"":717,""lines"":[""\u516b\u901a\u7ebf""],""name"":""\u901a\u5dde\u5317\u82d1"",""point_lat"":39.910123,""point_lng"":116.643491}];"
